stage,variant,ablation,regime,policy,seed_count,ci95_alerts_per_slot,ci95_attacker_trigger_gain,ci95_audit_rate,ci95_budget_violation_rate,ci95_explanation_coverage,ci95_exposure_budget_violation_rate,ci95_exposure_use,ci95_high_risk_explanation_coverage,ci95_local_compute_load,ci95_mean_explanation_debt,ci95_mean_explanation_delay,ci95_mean_packet_delay,ci95_mean_packet_queue,ci95_offload_rate,ci95_packet_drop_rate,ci95_packets_per_slot,ci95_redaction_rate,mean_alerts_per_slot,mean_attacker_trigger_gain,mean_audit_rate,mean_budget_violation_rate,mean_explanation_coverage,mean_exposure_budget_violation_rate,mean_exposure_use,mean_high_risk_explanation_coverage,mean_local_compute_load,mean_mean_explanation_debt,mean_mean_explanation_delay,mean_mean_packet_delay,mean_mean_packet_queue,mean_offload_rate,mean_packet_drop_rate,mean_packets_per_slot,mean_redaction_rate
robustness,burst_0.75,default,bursty,budget_only_bexgov,20,0.016402397735889612,0.002157377271850767,0.0006964918104493857,0.0,0.0009174759694997658,0.0,0.002086040228189923,0.0007328030284500511,0.009219661546957475,33.9676032268019,0.0007638559349305647,0.003178355157019649,0.1646353186413087,0.0,0.0005568950302471527,0.03949817319469205,0.0,8.24936,0.1310258230725263,0.08749353555230704,0.0,0.3986769061629435,0.0,0.5276903611111485,0.7577809464252228,2.7957154000001143,1777.9836639040016,0.30680424980076704,1.2314005263991805,63.685061661999974,0.0,0.10594689321213399,48.62469,0.0
robustness,burst_0.75,default,bursty,rate_limited,20,0.016696863043792285,0.0025139668139062344,0.0,0.0,0.0006703320566308894,0.0,0.002293583234164485,0.0005198647029739466,0.008973397966572101,41.48091847517608,0.0013378946963099653,0.003942639223829642,0.20380265530630032,0.0,0.0006100585866853777,0.04468034032231485,0.0,8.25058,0.13141206948094591,0.0,0.0,0.5276673272286719,0.0,0.6801076388889499,0.8079906689832486,3.600051200000133,1425.4740764114154,0.5541935785766727,1.232261249342619,63.69463124399999,0.0,0.10592873874735609,48.61544,0.0
robustness,burst_0.75,default,bursty,static_offload,20,0.016059034616327926,0.0019211574186356831,0.0,0.0,0.000694925970498685,0.0,0.002759809739838006,0.00043866532535203885,0.00260672418017151,24.209800515033084,0.0011727050887118389,0.003837829616052984,0.19919983171810612,0.0009138982195033384,0.0005061593668363683,0.041438863510020275,0.0,8.252379999999999,0.13139654071027587,0.0,0.0,0.39473122352467316,0.0,0.7301172222222393,0.6948614794864054,1.0746127999999635,992.88391788649,0.4731579516699312,1.2232723250009738,63.482681966000065,0.2884804857835929,0.1049898269933911,48.626490000000004,0.0
robustness,burst_0.75,default,bursty,threshold_explain,20,0.01605952248644485,0.002085608464325234,0.0,5.00714436948268e-05,0.0007895381885397961,0.0,0.0024129360387560054,0.0007251449283848105,0.010360848984829847,19.53721578839827,0.0007241662928055216,0.0029790655543619777,0.15433906900442512,0.0,0.0003982285186392443,0.03783277382476428,0.0,8.25757,0.13270900098789387,0.0,6.000000000000001e-05,0.42481474147477094,0.0,0.6337598611111607,0.8123226549706809,3.0865804000000603,1250.9472330151352,0.3213200938001246,1.2300670757052612,63.575839375999976,0.0,0.10640153047018161,48.60074,0.0
robustness,burst_0.75,default,bursty,xai_gate,20,0.01979907151783703,0.002339790953818412,0.0016869529361993223,0.0,0.0005025257973763025,0.0,0.0014668583574391706,0.00045887004929510993,0.012214449038351885,1.7217930522938043,0.0005807342105007981,0.002710117680959544,0.14124332727420577,0.0007460485809257455,0.0005803323799734274,0.047138403193373916,0.0008756088049422,8.25755,0.13252213458436107,0.04989642019179748,0.0,0.6211990810846457,0.0,0.8278215833332873,0.7657188478814618,2.7338177999999234,50.38492696193363,0.7195719227158306,1.2259370973748587,63.523443693999994,0.28558434455587994,0.10574485137989172,48.60855,0.4587828840875008
robustness,burst_0.75,default,detection_matrix_perturbation,budget_only_bexgov,20,0.017619918054412514,0.0022824499519217964,0.0006096072233789978,0.0,0.0010978425223234446,0.0,0.0021132748359227473,0.0008927890289068432,0.009429214496846658,25.132786882530542,0.0009422193442571898,0.00032509793785566427,0.016855580585313126,0.0,0.0,0.047876555436576505,0.0,7.15801,0.06060589286986513,0.07401065343596992,0.0,0.366941087516012,0.0,0.4142075277777989,0.740996249184767,2.214128800000081,616.9205651796183,0.27927228431861895,0.015610243180994573,0.8093555199999996,0.0,0.0,44.99318,0.0
robustness,burst_0.75,default,detection_matrix_perturbation,rate_limited,20,0.014434395873891304,0.0020740318178766866,0.0,0.0,0.00047516750012017696,0.0,0.001968288848779352,0.000587318191108114,0.009021249820185746,0.011211383133033576,0.0005183645455853525,0.000453867692852437,0.023507789711428303,0.0,0.0,0.04763646074298441,0.0,7.1794899999999995,0.06347118920544353,0.0,0.0,0.5902126832922471,0.0,0.5807427777778258,0.8148746284755669,3.32807320000014,0.41227936572994583,0.4029592908642832,0.015845622750151563,0.8203543979999992,0.0,0.0,45.00674,0.0
robustness,burst_0.75,default,detection_matrix_perturbation,static_offload,20,0.01705381405958638,0.0023610882313034385,0.0,0.0,0.001193228685148655,0.0,0.0030111673953987965,0.000751547949550447,0.003989522493936297,14.769976854132722,0.0017254703833401498,0.0004084679130361734,0.02121495673891494,0.0012744115682492025,0.0,0.025997368744426548,0.0,7.1568,0.060857130647244614,0.0,0.0,0.36212003873262644,0.0,0.5643758333333427,0.6777947023864727,0.8846627999999882,60.37104665210084,0.42493746821217854,0.014708221963795056,0.7639398979999994,0.25427235104124296,0.0,44.97491,0.0
robustness,burst_0.75,default,detection_matrix_perturbation,threshold_explain,20,0.016632086969469575,0.002218557774368506,0.0,0.0,0.0010592692521644753,0.0,0.0022608745472541517,0.0007834079418441272,0.010069611100791761,27.08204345712322,0.0009054943144822497,0.00041476698797763694,0.021508346969591117,0.0,0.0,0.044041238563682125,0.0,7.17131,0.06174157323744909,0.0,0.0,0.3890898666247314,0.0,0.49244041666669797,0.7912816125582831,2.429857200000062,228.84698352986175,0.29155227335410583,0.015797335989213148,0.8188334479999989,0.0,0.0,45.02859,0.0
robustness,burst_0.75,default,detection_matrix_perturbation,xai_gate,20,0.019370564185789457,0.002494318093526546,2.714831846639703e-06,0.0,0.00027425682157839804,0.0,0.0010714250400720544,0.00044160087148222016,0.008559087245032067,0.02291001597984389,0.0004782292540194776,0.00038023280659782606,0.019705411003177378,0.00039246263090006,0.0,0.033780319658953215,0.0011377498014583903,7.1715100000000005,0.06310609421249663,1.3851182891018894e-06,0.0,0.6333834432454181,0.0,0.5076673611110524,0.7599197666359945,3.015537799999663,0.47385131262699154,0.6568273453581475,0.015671879307463672,0.811861823000001,0.15013031354080925,0.0,44.97192,0.7006212685354819
