stage,variant,ablation,regime,policy,seed,slots,packet_drop_rate,mean_packet_delay,mean_packet_queue,explanation_coverage,high_risk_explanation_coverage,mean_explanation_delay,mean_explanation_debt,exposure_use,offload_rate,audit_rate,redaction_rate,local_compute_load,attacker_trigger_gain,budget_violation_rate,exposure_budget_violation_rate,alerts_per_slot,packets_per_slot,calibration_status
xai_gate_tuning_envelope,xai_default,default,adversarial_explanation_flood,xai_gate,1,5000,0.0,0.016804136586180074,0.8660113800000018,0.6873606792043964,0.8012012080740102,0.6594001020122805,1526.4749127284397,0.9940800000002388,0.046020698619543575,0.1297530315744443,0.6377412508021126,6.83874399999917,0.804119580027252,0.0002,0.0,12.1554,44.9172,synthetic_default
xai_gate_tuning_envelope,xai_default,default,transient_overload,xai_gate,1,5000,0.24786994181621638,1.0371001784760268,53.30322103999999,0.6801339726136577,0.7494225078440935,0.7735854938637764,2364.2819584331637,0.9911272222225107,0.24559015034923642,0.15423621798666193,0.5755889664969812,4.170155999999246,0.20165873574746795,0.0096,0.0,10.1364,56.2356,synthetic_default
xai_gate_tuning_envelope,xai_default,default,non_markovian,xai_gate,1,5000,0.13739646747610512,1.2742785535428078,65.9383491799998,0.633908137728745,0.7709657058345086,0.6911086900241462,123.33459961555752,0.8034399999999445,0.21248274076630996,0.04677252329996548,0.5637297204004142,3.5743359999997106,0.1213117450825274,0.0,0.0,9.2704,55.1164,synthetic_default
xai_gate_tuning_envelope,xai_default,default,rtt_uncertainty,xai_gate,1,5000,0.0,0.01679358792180632,0.8689783,0.6435428618484716,0.8523900412949988,0.5553772976090351,0.41617109066666663,0.5782783333333272,0.024292498147182345,0.054486563640855315,0.3962833850292333,3.7837039999997493,0.07782269815135989,0.0,0.0,7.2862,45.0674,synthetic_default
xai_gate_tuning_envelope,xai_default,default,adversarial_explanation_flood,xai_gate,2,5000,0.0,0.017316706467740455,0.8924474000000002,0.6874186540266551,0.8013672030507334,0.658917032867566,1563.3535453519978,0.995177777778018,0.0456393291528827,0.13074606231175628,0.6348524498428216,6.840419999999205,0.8032239539511468,0.0,0.0,12.1518,44.9262,synthetic_default
xai_gate_tuning_envelope,xai_default,default,transient_overload,xai_gate,2,5000,0.2489448815312546,1.0359460965864393,53.24737476,0.6804059909385175,0.7491699853858721,0.7740901806383452,2321.085672240726,0.990558888889179,0.24618641552737272,0.15501652058643137,0.5738084403379301,4.1575959999992165,0.1985719485835129,0.0116,0.0,10.1086,56.2258,synthetic_default
xai_gate_tuning_envelope,xai_default,default,non_markovian,xai_gate,2,5000,0.13871625494071152,1.2939603300586207,66.9490208800001,0.6371095670764821,0.7749853045055904,0.6919208979155387,136.62486105466886,0.8193772222221765,0.21036878674505613,0.06225547835382149,0.5459540352752539,3.645507999999739,0.13285185615748407,0.0004,0.0,9.355,55.0528,synthetic_default
xai_gate_tuning_envelope,xai_default,default,rtt_uncertainty,xai_gate,2,5000,0.0,0.015892151943405007,0.8222876000000011,0.6444768292346765,0.8536509931533101,0.5555830632273584,0.3943555604444449,0.5779744444444356,0.023681377825618945,0.0561673704838398,0.3935304021418123,3.774571999999762,0.07427026209632404,0.0,0.0,7.2462,44.9682,synthetic_default
xai_gate_tuning_envelope,xai_default,default,adversarial_explanation_flood,xai_gate,3,5000,0.0,0.018479699459403413,0.9524116800000008,0.6866734556445239,0.7999464995601272,0.6602373404727132,1555.7830170893262,0.9951794444446838,0.048716390453821264,0.12683343462050162,0.6397516548133305,6.8171599999992,0.8024667235090719,0.0,0.0,12.1766,45.0368,synthetic_default
xai_gate_tuning_envelope,xai_default,default,transient_overload,xai_gate,3,5000,0.2458963594819932,1.0386471753601554,53.38656731999996,0.679254086123006,0.7477778538115599,0.7720159515952315,2371.5614464113796,0.9924761111114053,0.24536382209649538,0.15354392582115353,0.5739431085965739,4.176991999999235,0.20968000655884977,0.0116,0.0,10.1808,56.1074,synthetic_default
