stage,variant,ablation,regime,policy,seed_count,ci95_alerts_per_slot,ci95_attacker_trigger_gain,ci95_audit_rate,ci95_budget_violation_rate,ci95_explanation_coverage,ci95_exposure_budget_violation_rate,ci95_exposure_use,ci95_high_risk_explanation_coverage,ci95_local_compute_load,ci95_mean_explanation_debt,ci95_mean_explanation_delay,ci95_mean_packet_delay,ci95_mean_packet_queue,ci95_offload_rate,ci95_packet_drop_rate,ci95_packets_per_slot,ci95_redaction_rate,mean_alerts_per_slot,mean_attacker_trigger_gain,mean_audit_rate,mean_budget_violation_rate,mean_explanation_coverage,mean_exposure_budget_violation_rate,mean_exposure_use,mean_high_risk_explanation_coverage,mean_local_compute_load,mean_mean_explanation_debt,mean_mean_explanation_delay,mean_mean_packet_delay,mean_mean_packet_queue,mean_offload_rate,mean_packet_drop_rate,mean_packets_per_slot,mean_redaction_rate
frontier,budget_10.0_exposure_10000,default,adversarial_explanation_flood,always_explain,20,0.01874650819954982,0.0019828005480652393,0.0,0.002395339643645768,0.0,0.0008547109379014727,0.007967265984811723,0.0,0.01874650819954982,0.0,2.0248164099704223e-15,0.0005366087833485831,0.027463830496698156,0.0,0.0,0.04245240719031874,0.0,12.142489999999999,0.7997280224669596,0.0,0.66912,1.0,0.80663,5.160558249999903,1.0,12.142489999999999,0.0,0.849999999999984,0.020291415801865307,1.038413100000001,0.0,0.0,44.97895,0.0
frontier,budget_10.0_exposure_10000,default,adversarial_explanation_flood,budget_only_bexgov,20,0.019905428441508208,0.002668975932568541,0.000640200307609847,0.00045079999999999995,0.0005417354610695034,0.0023634698399198012,0.0008406673611255677,0.00019917604223106542,0.008799469689934116,42.83618310275474,0.0005557159500912572,0.0004624777733212469,0.023908825589146577,0.0,0.0,0.04394133166130071,0.001398966698120699,12.16677,0.8011556954636342,0.0787515594252186,0.00513,0.466263796599448,0.21155,1.0755624999998428,0.7049476403152213,4.75443639999938,8430.651851418686,0.41097871524433105,0.01691126598714841,0.8739318560000024,0.0,0.0,45.033249999999995,0.40141531064338504
frontier,budget_10.0_exposure_10000,default,adversarial_explanation_flood,fifo_explanation,20,0.020283236974304418,0.002744804601834138,0.0,0.0034381251133047577,0.0009131662067790279,0.0005121132358334318,0.005954164162887709,0.0017026950766462722,0.01400979803032593,57.94772728691144,0.00013697493101668868,0.0006101250884578555,0.03133810285674642,0.0,0.0,0.03105412285657995,0.0,12.15397,0.7996619931583815,0.0,0.66875,0.8801886846860956,0.78037,4.54653524999988,0.7670226927287023,10.69773,5298.229974619897,0.8679716972970624,0.01922152774868946,0.9872254999999914,0.0,0.0,45.023160000000004,0.0
frontier,budget_10.0_exposure_10000,default,adversarial_explanation_flood,never_explain,20,0.02313102940909051,0.0029813441348797744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.03918825306034,0.0,0.00040287951920481855,0.020949734998650556,0.0,0.0,0.03157360369395868,0.0,12.16183,0.8006560745158581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20133.512887969053,0.0,0.014528461538461537,0.75548,0.0,0.0,45.02736,0.0
frontier,budget_10.0_exposure_10000,default,adversarial_explanation_flood,rate_limited,20,0.01914918310617144,0.0028127149999451705,0.0,0.0009160055113601147,0.0008372213740961392,0.0008433755684590846,0.005089535928505614,0.00043139250400613864,0.009776221623694894,55.70543479342307,0.0010634344849526016,0.0004889947311010063,0.025225381169754674,0.0,0.0,0.05010356694141265,0.0,12.14521,0.7990618152352068,0.0,0.02819,0.6167218399057195,0.60631,2.538818749999982,0.876655241308667,6.7144768000001065,7561.361055191264,0.6510783986931178,0.017862533317303052,0.9212195459999988,0.0,0.0,45.005849999999995,0.0
frontier,budget_10.0_exposure_10000,default,adversarial_explanation_flood,static_coarse_full,20,0.019779830801468955,0.002362811978781005,0.0,0.0010952026450315986,0.0007371316925353722,0.0016120674688767014,0.005343518843615962,0.00027673553992917045,0.013322181697596544,33.283403102980884,0.0006125659074116911,0.0005486196389802858,0.02828586359994471,0.0,0.0,0.04315668305199723,0.0,12.14133,0.7995164864842844,0.0,0.07626,0.5784995094930626,0.5998300000000001,2.4965979999999908,0.884601964711657,6.435826400000108,6063.185220857953,0.45398287447631835,0.017019910900026462,0.8775432600000006,0.0,0.0,44.979969999999994,0.0
frontier,budget_10.0_exposure_10000,default,adversarial_explanation_flood,static_offload,20,0.023128602766453926,0.0029860255775939377,0.0,0.0,0.0005705955266081181,0.0011422560538826584,0.006735268118751224,0.00021601064615655013,0.004179290642895864,34.377965154224306,0.0009047423313680918,0.00048512906574230504,0.02516780273501302,0.0006982661499857874,0.0,0.038191892363638826,0.0,12.142610000000001,0.7995023257621581,0.0,0.0,0.534157967099125,0.6562300000000001,2.911482499999999,0.75211842547159,1.8449691999998463,3768.9010691471035,0.6936856551497387,0.01534479086617754,0.7959940900000001,0.45105821475397184,0.0,44.98505,0.0
frontier,budget_10.0_exposure_10000,default,adversarial_explanation_flood,threshold_explain,20,0.022208759731430754,0.0024731736194502233,0.0,0.0018738040250278374,0.000965515183621207,0.0016131018723336444,0.007386679941257915,0.0004175965973307927,0.017223365648335445,27.561290707263126,0.0008631285694307285,0.0006525708873389185,0.03366035051729804,0.0,0.0,0.04470208222716496,0.0,12.15498,0.7991807908255768,0.0,0.07628,0.5783310930653454,0.6002799999999999,2.49853174999999,0.8845482283832448,6.441011200000109,6080.097306549954,0.4538391603086973,0.01748791826907616,0.9016735120000007,0.0,0.0,45.038889999999995,0.0
frontier,budget_10.0_exposure_10000,default,adversarial_explanation_flood,xai_gate,20,0.02042444934051241,0.0024848814193147205,0.0002581793552529875,0.0009083806806909927,0.0007844628436480594,0.0017222426016526714,1.4313774970409534e-05,0.0010322718412205255,0.0068840926293896754,53.41450343219913,0.0008977050419058289,0.0004758785595075014,0.024680419639047626,0.0003319874574024866,0.0,0.0463680814218712,0.0009766941774843338,12.1294,0.7972415114553791,0.07233225370901494,0.027229999999999997,0.3336355328183977,0.5257,1.0000426499999353,0.3728244630977048,3.05753159999973,9221.226763502718,0.43122719492810085,0.01577653077448591,0.816867077,0.056109518130197676,0.0,44.99267,0.2701293817175494
frontier,budget_10.0_exposure_10000,default,bursty,always_explain,20,0.023342775848282468,0.0025972092896105934,0.0,0.0009692539246896624,0.0,0.0016528470263855546,0.009920679735518929,0.0,0.023342775848282468,0.0,1.173691275495008e-15,0.002294922449564048,0.11798090189099857,0.0,0.0004956115685914778,0.04573461090145365,0.0,8.73558,0.1469679962217793,0.0,0.22144,1.0,0.73158,3.712621499999736,1.0,8.73558,0.0,0.8499999999999395,1.2605058186300986,64.40935414999998,0.0,0.16483568065444648,50.77476,0.0
frontier,budget_10.0_exposure_10000,default,bursty,budget_only_bexgov,20,0.016177010716250457,0.0018427231430158985,0.0005547157829963801,0.0004672084714444652,0.0007349964021086642,0.0,0.0007124339046178682,0.00029731895388874786,0.007185191273797126,30.892002609021226,0.0007736369852980614,0.002365001225620129,0.12258089203898144,0.0,0.0004971558090580333,0.027570618224785057,0.001943070177543966,8.73787,0.14681365520359432,0.07914826220665029,0.013619999999999998,0.37528497737134875,0.0,0.9039940500000281,0.7293940248736692,2.810385599999968,3842.442320467316,0.3005589285517504,1.2391074839262166,64.05565096099994,0.0,0.16176265333831835,50.79499,0.06808998729657774
