stage,variant,ablation,regime,policy,seed_count,ci95_alerts_per_slot,ci95_attacker_trigger_gain,ci95_audit_rate,ci95_budget_violation_rate,ci95_explanation_coverage,ci95_exposure_budget_violation_rate,ci95_exposure_use,ci95_high_risk_explanation_coverage,ci95_local_compute_load,ci95_mean_explanation_debt,ci95_mean_explanation_delay,ci95_mean_packet_delay,ci95_mean_packet_queue,ci95_offload_rate,ci95_packet_drop_rate,ci95_packets_per_slot,ci95_redaction_rate,mean_alerts_per_slot,mean_attacker_trigger_gain,mean_audit_rate,mean_budget_violation_rate,mean_explanation_coverage,mean_exposure_budget_violation_rate,mean_exposure_use,mean_high_risk_explanation_coverage,mean_local_compute_load,mean_mean_explanation_debt,mean_mean_explanation_delay,mean_mean_packet_delay,mean_mean_packet_queue,mean_offload_rate,mean_packet_drop_rate,mean_packets_per_slot,mean_redaction_rate
xai_gate_tuning_envelope,balanced_coverage,default,adversarial_explanation_flood,xai_gate,20,0.02150811996305728,0.0025182533214301223,0.0014255459724309854,2.6979290303178063e-05,0.00014553415235111575,0.0,0.0009082979285145736,0.0004149228510931032,0.013294103978954376,19.490497968143497,0.00032410810160730155,0.0005130124222612356,0.026438326278717277,0.0004805249638662804,0.0,0.038841422051586735,0.0012869101213790189,12.15403,0.8003250654799409,0.12755245854354935,2e-05,0.6911194104967047,0.0,0.9866245555557634,0.8115467057485637,7.09410079999904,1209.7426929289923,0.6495501752808774,0.017906934456807137,0.9225750500000007,0.023358909203411864,0.0,45.00675,0.6432707852418301
xai_gate_tuning_envelope,balanced_coverage,default,non_markovian,xai_gate,20,0.026888900277604273,0.001986950516826825,0.003956202004412567,8.719130811340264e-05,0.0007700209682936313,0.0,0.0038853293823741105,0.0008118913509185502,0.01853678884074325,3.6031647968798777,0.0010895885842149048,0.023363445308753093,1.2100869440804374,0.0010244198711975392,0.0008520046771571228,0.13955953169947524,0.0036435950071088794,9.34709,0.1304163172353588,0.06862699528147807,0.00028,0.6508587980662753,0.0,0.8287283888888469,0.7902998797885938,3.8984829999996577,101.26490796240118,0.6975328608397348,1.2707933685213928,65.73386681599999,0.19293331202413871,0.1372459907149014,55.12492999999999,0.5659838557066463
xai_gate_tuning_envelope,balanced_coverage,default,rtt_uncertainty,xai_gate,20,0.016935242315796267,0.0024231869060712032,0.0006003422101852839,0.0,0.00036009569738938425,0.0,0.0010419133086952625,0.0003332872910741492,0.0077069631145573626,0.003244074242082853,0.0005364797352391696,0.00036296881979020325,0.018769515439156344,0.0005334561609946121,0.0,0.03167702521865273,0.0009823603784241412,7.29715,0.08063266876439233,0.026596406767900444,0.0,0.7156380532020938,0.0,0.688986583333314,0.9092959444149031,4.5176097999995095,0.08693563420000008,0.6632324005565706,0.01623675495100834,0.8394000990000003,0.020446205722886145,0.0,45.01778,0.632462150983639
xai_gate_tuning_envelope,balanced_coverage,default,transient_overload,xai_gate,20,0.017370603484956396,0.0018809036204258064,0.00028579583444872944,0.0003736196095383364,0.000158641190072804,0.0,0.00044857705776770894,0.00024031503246483627,0.010004610301112889,17.70237478554797,0.0004719659011278932,0.0005317212231716585,0.02717860649361771,0.0006268754256440207,0.0005678538174163201,0.05375617180010261,0.0006684120302959007,10.139,0.2033904002619852,0.1535633784114781,0.00416,0.6849610954849263,0.0,0.9934432222225145,0.7571577767023353,4.327696799999215,2323.927509585266,0.7709518450460502,1.0374069184824442,53.30687440299997,0.23222200821753133,0.24770954586796545,56.169140000000006,0.5825116547303248
xai_gate_tuning_envelope,balanced_strict,default,adversarial_explanation_flood,xai_gate,20,0.01844559508198153,0.002467739844041345,0.0014972205904847337,9.11591321175287e-05,0.0002071486468444274,0.0,0.0006745053657200177,0.00044242891181100883,0.01907639570157528,16.8679570922187,0.0005759968490575317,0.0004734231570048072,0.02441764318632641,0.0011581350877165066,0.0,0.03783845758912745,0.001334792154262693,12.145610000000001,0.8002878317879938,0.13031757777822595,0.00016999999999999999,0.6844234152652249,0.0,0.9953484166669082,0.7947335570759633,6.649841999999316,1536.0990504083709,0.6662934064709937,0.017172817355724925,0.8852332000000009,0.0618750876845468,0.0,44.97658,0.6369664158483637
xai_gate_tuning_envelope,balanced_strict,default,non_markovian,xai_gate,20,0.03262957103500476,0.002589607496755275,0.005179515863369612,0.00026280777045309433,0.0013542496359032848,0.0,0.005178831073808212,0.0011350945326704634,0.026270534042780368,4.958051297821661,0.001668217720485031,0.023162597923918508,1.19988924721316,0.0007157508439747419,0.000829611007887534,0.10916013443786421,0.003159135354952179,9.315389999999999,0.12951106599889212,0.05667459985584218,0.00092,0.6249944409020792,0.0,0.8170042777777269,0.7643838672284463,3.4283419999997813,131.08302509131366,0.6817477661076852,1.2429662432654807,64.32398621800002,0.22243613096080161,0.13716351974057847,54.98143,0.506920906497837
xai_gate_tuning_envelope,balanced_strict,default,rtt_uncertainty,xai_gate,20,0.01853787678207425,0.002475707637121007,0.0006470853736743825,0.0,0.00035673485893693226,0.0,0.001067456372435297,0.0005160918945324826,0.007631626906468061,0.02374376321860605,0.0006843410149097553,0.000533824256387853,0.027637320556486194,0.0003472132103979389,0.0,0.05142951780373063,0.0013634402423656484,7.2887200000000005,0.07979906670070805,0.05497807586538798,0.0,0.6227833411697861,0.0,0.5466799722222213,0.8347851642599196,3.5917129999998387,0.5512143034444451,0.5203375622818343,0.015865085006275013,0.821145749,0.022428766024005505,0.0,45.000479999999996,0.32936332001156843
xai_gate_tuning_envelope,balanced_strict,default,transient_overload,xai_gate,20,0.013339078043103228,0.0016232901713451196,0.00035867686320082174,0.000432674512404198,0.00014146920521406446,0.0,0.0003242518641756828,0.00020851039291295144,0.006333747396621049,12.819242023845234,0.0002761024319352523,0.0007927505467533024,0.040639310719786846,0.0003242062162570683,0.0003439188830173645,0.046762462571777214,0.0009813968131007359,10.11567,0.2017686040120589,0.15361791670109456,0.01079,0.6679960700862035,0.0,0.9918081111114103,0.7433118465253262,3.964799199999269,2343.4965833018514,0.7499271607941871,1.0368074293142087,53.30401124799998,0.24961282503194768,0.2471259989486482,56.115570000000005,0.4936986885437896
xai_gate_tuning_envelope,coverage_heavy,default,adversarial_explanation_flood,xai_gate,20,0.027006482216643767,0.0029731987473991155,0.000609414906274723,2.6979290303178063e-05,0.0006225087563309946,0.0,0.000986066168412782,0.0010998617678828352,0.026660888357981884,28.30237797863191,0.001004307436706419,0.0006468436093952299,0.03334860782919081,0.002015695823599476,0.0,0.060807198700153976,0.0007183074060280036,12.16126,0.8007764691789717,0.13005506205207878,2e-05,0.6888801603770138,0.0,0.9968709722224194,0.8014698716815662,6.914743499998087,1515.19684163836,0.6582335866958205,0.0180631708114389,0.9308979740000008,0.04073584714114897,0.0,45.02224,0.6388747226334177
xai_gate_tuning_envelope,coverage_heavy,default,non_markovian,xai_gate,20,0.021750040188904196,0.001756254882577645,0.0014261091968321012,0.00022261320715537072,0.000418112293386842,0.0,0.001468795183000535,0.0009887696080159505,0.012583758959082356,4.73469170389136,0.000636393117028841,0.03121686993324245,1.6173471454785435,0.001102508333878116,0.0009062553122568136,0.09410724037871344,0.0020665619953092866,9.33798,0.13040022446047325,0.13534529455570668,0.00253,0.6628342488302066,0.0,0.9041699166666486,0.7954319050647234,3.825056599999877,147.37137103589356,0.727170802814271,1.269271480830557,65.64499656399997,0.22206990947974833,0.13753712437842197,55.071810000000006,0.4915998707263517
xai_gate_tuning_envelope,coverage_heavy,default,rtt_uncertainty,xai_gate,20,0.019552272110045555,0.0024601033373082204,0.00048236765905830564,0.0,0.00047653360993358835,0.0,0.0023121602206887487,0.000330193584931089,0.010608711465476725,0.0030238669618018028,0.0007771823775521984,0.00036718121613881486,0.018986209835358637,0.0005226199820286727,0.0,0.033347463573395845,0.0015737260339663563,7.28869,0.07976245570657794,0.017418319938860914,0.0,0.7129387444598763,0.0,0.7273167499999944,0.9114674789963264,4.370248799999564,0.12064806968888908,0.6669351297828299,0.016372916639312497,0.846662623,0.042040908232914315,0.0,45.00165,0.5531555742453628
