comparison_family,dataset,regime,policy_a,variant_a,policy_b,variant_b,metric,direction_for_a,paired_seeds,mean_a,mean_b,mean_diff_a_minus_b,bootstrap_ci95_low,bootstrap_ci95_high,cohens_dz,favorable_seed_count,unfavorable_seed_count,tie_seed_count,sign_test_two_sided_p
default_policy,unsw_nb15_deduplicated,adversarial_explanation_flood,xai_gate,default,rate_limited,default,exposure_use,lower,20,1.0,1.6998061111110592,-0.6998061111110592,-0.7032308333332811,-0.6967188888888362,-93.1536655869142,20,0,0,1.9073486328125e-06
default_policy,unsw_nb15_deduplicated,adversarial_explanation_flood,xai_gate,default,rate_limited,default,exposure_budget_violation_rate,lower,20,0.0,0.41163,-0.41163,-0.41317,-0.41024,-123.14596212526139,20,0,0,1.9073486328125e-06
default_policy,unsw_nb15_deduplicated,adversarial_explanation_flood,xai_gate,default,rate_limited,default,packet_drop_rate,lower,20,0.0,0.0,0.0,0.0,0.0,,0,0,20,
default_policy,unsw_nb15_deduplicated,adversarial_explanation_flood,xai_gate,default,rate_limited,default,mean_packet_delay,lower,20,0.017414206814012144,0.018132177077127654,-0.0007179702631155075,-0.0014652994472874146,1.7565826516264225e-05,-0.429772529139199,13,7,0,0.26317596435546875
default_policy,unsw_nb15_deduplicated,adversarial_explanation_flood,xai_gate,default,static_coarse_full,default,high_risk_explanation_coverage,higher,20,0.7289557389281188,0.8447781383059924,-0.11582239937787353,-0.1170271856448041,-0.11460939186588623,-42.734208820227714,0,20,0,1.9073486328125e-06
default_policy,unsw_nb15_deduplicated,adversarial_explanation_flood,xai_gate,default,static_coarse_full,default,mean_explanation_debt,lower,20,2866.132120911075,4262.165030324269,-1396.032909413194,-1428.3929344510004,-1363.6562431316247,-19.171474996397272,20,0,0,1.9073486328125e-06
default_policy,unsw_nb15_deduplicated,adversarial_explanation_flood,xai_gate,default,static_coarse_full,default,exposure_use,lower,20,1.0,1.6908624999999573,-0.6908624999999573,-0.69477111111107,-0.6866476388888457,-77.67846065686827,20,0,0,1.9073486328125e-06
default_policy,unsw_nb15_deduplicated,adversarial_explanation_flood,xai_gate,default,static_coarse_full,default,exposure_budget_violation_rate,lower,20,0.0,0.40909,-0.40909,-0.41063,-0.40768,-121.79451786379849,20,0,0,1.9073486328125e-06
default_policy,unsw_nb15_deduplicated,adversarial_explanation_flood,xai_gate,default,static_coarse_full,default,packet_drop_rate,lower,20,0.0,0.0,0.0,0.0,0.0,,0,0,20,
default_policy,unsw_nb15_deduplicated,adversarial_explanation_flood,xai_gate,default,static_coarse_full,default,mean_packet_delay,lower,20,0.017414206814012144,0.017795792059650355,-0.0003815852456382095,-0.0009043664078024856,0.00012127548798875221,-0.33797886840385116,10,10,0,1.0
default_policy,toniot,adversarial_explanation_flood,xai_gate,default,threshold_explain,default,high_risk_explanation_coverage,higher,20,0.6542634016381981,0.9939726855621842,-0.33970928392398614,-0.341087581842478,-0.33827731863666644,-105.29413124588056,0,20,0,1.9073486328125e-06
default_policy,toniot,adversarial_explanation_flood,xai_gate,default,threshold_explain,default,mean_explanation_debt,lower,20,5020.237986185337,0.22359200039315985,5020.014394184944,4969.5275324982285,5068.951343780529,44.17610126076039,0,20,0,1.9073486328125e-06
default_policy,toniot,adversarial_explanation_flood,xai_gate,default,threshold_explain,default,exposure_use,lower,20,1.0,2.666350833333272,-1.6663508333332722,-1.6705784722221606,-1.6623087499999372,-181.99296808925862,20,0,0,1.9073486328125e-06
default_policy,toniot,adversarial_explanation_flood,xai_gate,default,threshold_explain,default,exposure_budget_violation_rate,lower,20,0.0,0.62497,-0.62497,-0.62607,-0.62386,-248.57808630023905,20,0,0,1.9073486328125e-06
default_policy,toniot,adversarial_explanation_flood,xai_gate,default,threshold_explain,default,packet_drop_rate,lower,20,0.0,0.0,0.0,0.0,0.0,,0,0,20,
default_policy,toniot,adversarial_explanation_flood,xai_gate,default,threshold_explain,default,mean_packet_delay,lower,20,0.01712037967977107,0.019462894840412092,-0.0023425151606410203,-0.0031290460567819293,-0.0015491549665385925,-1.2955293506436596,18,2,0,0.0004024505615234375
default_policy,toniot,adversarial_explanation_flood,xai_gate,default,budget_only_bexgov,default,high_risk_explanation_coverage,higher,20,0.6542634016381981,0.7669246149681958,-0.11266121332999765,-0.11409675049517418,-0.1112254486177729,-33.67681280028621,0,20,0,1.9073486328125e-06
default_policy,toniot,adversarial_explanation_flood,xai_gate,default,budget_only_bexgov,default,mean_explanation_debt,lower,20,5020.237986185337,6792.30892262005,-1772.0709364347126,-1840.987350976335,-1702.6355051161333,-11.290807753573675,20,0,0,1.9073486328125e-06
default_policy,toniot,adversarial_explanation_flood,xai_gate,default,budget_only_bexgov,default,exposure_use,lower,20,1.0,0.9307331944444514,0.06926680555554864,0.06875847222221385,0.06979997222221582,57.783648654866745,0,20,0,1.9073486328125e-06
default_policy,toniot,adversarial_explanation_flood,xai_gate,default,budget_only_bexgov,default,exposure_budget_violation_rate,lower,20,0.0,0.0,0.0,0.0,0.0,,0,0,20,
default_policy,toniot,adversarial_explanation_flood,xai_gate,default,budget_only_bexgov,default,packet_drop_rate,lower,20,0.0,0.0,0.0,0.0,0.0,,0,0,20,
default_policy,toniot,adversarial_explanation_flood,xai_gate,default,budget_only_bexgov,default,mean_packet_delay,lower,20,0.01712037967977107,0.017397029895894332,-0.00027665021612326103,-0.001144211832058734,0.0005793350352068227,-0.13920358904177152,10,10,0,1.0
default_policy,toniot,adversarial_explanation_flood,xai_gate,default,rate_limited,default,high_risk_explanation_coverage,higher,20,0.6542634016381981,0.8514800459896492,-0.19721664435145117,-0.19901579346317722,-0.19540116818395248,-48.012794888912616,0,20,0,1.9073486328125e-06
default_policy,toniot,adversarial_explanation_flood,xai_gate,default,rate_limited,default,mean_explanation_debt,lower,20,5020.237986185337,4572.109127448009,448.1288587373289,358.810220743532,527.222351345469,2.3546783823211115,0,20,0,1.9073486328125e-06
default_policy,toniot,adversarial_explanation_flood,xai_gate,default,rate_limited,default,exposure_use,lower,20,1.0,2.2929816666666083,-1.292981666666608,-1.2939983333332765,-1.2920191666666074,-569.607261220252,20,0,0,1.9073486328125e-06
default_policy,toniot,adversarial_explanation_flood,xai_gate,default,rate_limited,default,exposure_budget_violation_rate,lower,20,0.0,0.56401,-0.56401,-0.56428,-0.56377,-994.0913980480623,20,0,0,1.9073486328125e-06
default_policy,toniot,adversarial_explanation_flood,xai_gate,default,rate_limited,default,packet_drop_rate,lower,20,0.0,0.0,0.0,0.0,0.0,,0,0,20,
default_policy,toniot,adversarial_explanation_flood,xai_gate,default,rate_limited,default,mean_packet_delay,lower,20,0.01712037967977107,0.01880527317682668,-0.0016848934970556063,-0.002180717278800915,-0.0011639624015096581,-1.4351728235611452,19,1,0,4.00543212890625e-05
default_policy,toniot,adversarial_explanation_flood,xai_gate,default,static_coarse_full,default,high_risk_explanation_coverage,higher,20,0.6542634016381981,0.9939526416696394,-0.3396892400314413,-0.3410309933779413,-0.33829014564120513,-107.95321719750231,0,20,0,1.9073486328125e-06
default_policy,toniot,adversarial_explanation_flood,xai_gate,default,static_coarse_full,default,mean_explanation_debt,lower,20,5020.237986185337,0.22069955502194863,5020.0172866303155,4969.531528440559,5068.9456542331145,44.17493788809529,0,20,0,1.9073486328125e-06
default_policy,toniot,adversarial_explanation_flood,xai_gate,default,static_coarse_full,default,exposure_use,lower,20,1.0,2.6617665277777163,-1.6617665277777163,-1.6685583333332712,-1.655675694444382,-114.83727945097819,20,0,0,1.9073486328125e-06
default_policy,toniot,adversarial_explanation_flood,xai_gate,default,static_coarse_full,default,exposure_budget_violation_rate,lower,20,0.0,0.6241,-0.6241,-0.62544,-0.6228,-213.0890639434629,20,0,0,1.9073486328125e-06
default_policy,toniot,adversarial_explanation_flood,xai_gate,default,static_coarse_full,default,packet_drop_rate,lower,20,0.0,0.0,0.0,0.0,0.0,,0,0,20,
default_policy,toniot,adversarial_explanation_flood,xai_gate,default,static_coarse_full,default,mean_packet_delay,lower,20,0.01712037967977107,0.01952023596487311,-0.002399856285102036,-0.0030804930105848387,-0.0016502708485695544,-1.5171500728521123,19,1,0,4.00543212890625e-05
